Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
12,Exit long,2020-09-27 23:45,EXIT_LONG,45.7,214.82,9806.533,10.74,0.11,21.48,0.22,-234.15,-2.39,-1921.58,-1.92
12,Entry long,2020-09-27 14:45,BUY,45.65,214.82,9806.533,10.74,0.11,21.48,0.22,-234.15,-2.39,-1921.58,-1.92
13,Exit long,2020-09-27 23:45,EXIT_LONG,45.7,215.5,9798.785,49.57,0.51,60.34,0.62,-196.1,-2.00,-1872.01,-1.87
13,Entry long,2020-09-27 15:00,BUY,45.47,215.5,9798.785,49.57,0.51,60.34,0.62,-196.1,-2.00,-1872.01,-1.87
14,Exit long,2020-09-27 23:45,EXIT_LONG,45.7,215.17,9807.4486,25.82,0.26,36.58,0.37,-219.47,-2.24,-1846.19,-1.85
14,Entry long,2020-09-27 15:15,BUY,45.58,215.17,9807.4486,25.82,0.26,36.58,0.37,-219.47,-2.24,-1846.19,-1.85
15,Exit long,2020-09-29 10:15,EXIT_LONG,45.56,216,9817.2,23.76,0.24,60.48,0.62,-140.4,-1.43,-1822.43,-1.82
15,Entry long,2020-09-29 07:30,BUY,45.45,216,9817.2,23.76,0.24,60.48,0.62,-140.4,-1.43,-1822.43,-1.82
16,Exit long,2020-09-29 10:15,EXIT_LONG,45.56,216.64,9809.4592,60.66,0.62,97.49,0.99,-103.99,-1.06,-1761.77,-1.76
16,Entry long,2020-09-29 07:45,BUY,45.28,216.64,9809.4592,60.66,0.62,97.49,0.99,-103.99,-1.06,-1761.77,-1.76
17,Exit long,2020-09-29 22:00,EXIT_LONG,45.5,217.38,9823.4022,67.39,0.69,67.39,0.69,-23.91,-0.24,-1694.39,-1.69
17,Entry long,2020-09-29 21:15,BUY,45.19,217.38,9823.4022,67.39,0.69,67.39,0.69,-23.91,-0.24,-1694.39,-1.69
18,Exit long,2020-09-30 02:30,EXIT_LONG,45.36,218.16,9830.2896,65.45,0.67,69.81,0.71,-24,-0.24,-1628.94,-1.63
18,Entry long,2020-09-30 00:30,BUY,45.06,218.16,9830.2896,65.45,0.67,69.81,0.71,-24,-0.24,-1628.94,-1.63
19,Exit long,2020-10-02 05:45,EXIT_LONG,46.22,210.96,9834.9552,-84.38,-0.86,10.55,0.11,-293.23,-2.98,-1713.32,-1.71
19,Entry long,2020-10-02 00:15,BUY,46.62,210.96,9834.9552,-84.38,-0.86,10.55,0.11,-293.23,-2.98,-1713.32,-1.71
20,Exit long,2020-10-02 05:45,EXIT_LONG,46.22,214.19,9818.4696,81.39,0.83,177.78,1.81,-119.95,-1.22,-1631.93,-1.63
20,Entry long,2020-10-02 00:30,BUY,45.84,214.19,9818.4696,81.39,0.83,177.78,1.81,-119.95,-1.22,-1631.93,-1.63
21,Exit long,2020-10-02 05:45,EXIT_LONG,46.22,215.48,9804.34,155.15,1.58,252.11,2.57,-47.41,-0.48,-1476.78,-1.48
21,Entry long,2020-10-02 00:45,BUY,45.5,215.48,9804.34,155.15,1.58,252.11,2.57,-47.41,-0.48,-1476.78,-1.48
22,Exit long,2020-10-02 21:00,EXIT_LONG,44.67,216.34,9852.1236,-188.22,-1.91,41.1,0.42,-508.4,-5.16,-1665,-1.66
22,Entry long,2020-10-02 13:15,BUY,45.54,216.34,9852.1236,-188.22,-1.91,41.1,0.42,-508.4,-5.16,-1665,-1.66
23,Exit long,2020-10-02 21:00,EXIT_LONG,44.67,217.33,9847.2223,-139.09,-1.41,71.72,0.73,-460.74,-4.68,-1804.09,-1.80
23,Entry long,2020-10-02 13:30,BUY,45.31,217.33,9847.2223,-139.09,-1.41,71.72,0.73,-460.74,-4.68,-1804.09,-1.80
24,Exit long,2020-10-02 21:00,EXIT_LONG,44.67,220.61,9803.9084,50.74,0.52,99.27,1.01,-275.76,-2.81,-1753.35,-1.75
24,Entry long,2020-10-02 17:30,BUY,44.44,220.61,9803.9084,50.74,0.52,99.27,1.01,-275.76,-2.81,-1753.35,-1.75
25,Exit long,2020-10-04 12:30,EXIT_LONG,45.64,216.73,9822.2036,69.35,0.71,73.69,0.75,0,0.00,-1684,-1.68
25,Entry long,2020-10-04 10:15,BUY,45.32,216.73,9822.2036,69.35,0.71,73.69,0.75,0,0.00,-1684,-1.68
26,Exit long,2020-10-06 04:30,EXIT_LONG,45.96,215.13,9831.441,55.93,0.57,64.54,0.66,-36.57,-0.37,-1628.06,-1.63
26,Entry long,2020-10-06 02:00,BUY,45.7,215.13,9831.441,55.93,0.57,64.54,0.66,-36.57,-0.37,-1628.06,-1.63
27,Exit long,2020-10-06 04:30,EXIT_LONG,45.96,214.87,9830.3025,45.12,0.46,53.72,0.55,-47.27,-0.48,-1582.94,-1.58
27,Entry long,2020-10-06 02:15,BUY,45.75,214.87,9830.3025,45.12,0.46,53.72,0.55,-47.27,-0.48,-1582.94,-1.58
28,Exit long,2020-10-06 04:30,EXIT_LONG,45.96,215.18,9829.4224,60.25,0.61,68.86,0.70,-23.67,-0.24,-1522.69,-1.52
28,Entry long,2020-10-06 02:30,BUY,45.68,215.18,9829.4224,60.25,0.61,68.86,0.70,-23.67,-0.24,-1522.69,-1.52
29,Exit long,2020-10-06 23:15,EXIT_LONG,46.29,214.82,9845.2006,98.82,1.00,126.74,1.29,-66.59,-0.68,-1423.87,-1.42
29,Entry long,2020-10-06 19:15,BUY,45.83,214.82,9845.2006,98.82,1.00,126.74,1.29,-66.59,-0.68,-1423.87,-1.42
30,Exit long,2020-10-06 23:15,EXIT_LONG,46.29,214.74,9847.9764,92.34,0.94,120.25,1.22,-73.01,-0.74,-1331.53,-1.33
30,Entry long,2020-10-06 19:30,BUY,45.86,214.74,9847.9764,92.34,0.94,120.25,1.22,-73.01,-0.74,-1331.53,-1.33
31,Exit long,2020-10-07 11:00,EXIT_LONG,45.66,217.47,9866.6139,63.07,0.64,73.94,0.75,-76.11,-0.77,-1268.47,-1.27
31,Entry long,2020-10-07 09:15,BUY,45.37,217.47,9866.6139,63.07,0.64,73.94,0.75,-76.11,-0.77,-1268.47,-1.27
32,Exit long,2020-10-07 11:00,EXIT_LONG,45.66,217.6,9863.808,71.81,0.73,82.69,0.84,-67.46,-0.68,-1196.66,-1.20
32,Entry long,2020-10-07 09:30,BUY,45.33,217.6,9863.808,71.81,0.73,82.69,0.84,-67.46,-0.68,-1196.66,-1.20
33,Exit long,2020-10-07 11:00,EXIT_LONG,45.66,218.07,9861.1254,95.95,0.97,106.85,1.08,-4.36,-0.04,-1100.71,-1.10
33,Entry long,2020-10-07 09:45,BUY,45.22,218.07,9861.1254,95.95,0.97,106.85,1.08,-4.36,-0.04,-1100.71,-1.10
34,Exit long,2020-10-08 18:15,EXIT_LONG,46.03,215.93,9889.594,49.66,0.50,62.62,0.63,-34.55,-0.35,-1051.05,-1.05
34,Entry long,2020-10-08 15:15,BUY,45.8,215.93,9889.594,49.66,0.50,62.62,0.63,-34.55,-0.35,-1051.05,-1.05
35,Exit long,2020-10-08 18:15,EXIT_LONG,46.03,216.23,9886.0356,67.03,0.68,80.01,0.81,-8.65,-0.09,-984.01,-0.98
35,Entry long,2020-10-08 15:30,BUY,45.72,216.23,9886.0356,67.03,0.68,80.01,0.81,-8.65,-0.09,-984.01,-0.98
36,Exit long,2020-10-11 09:30,EXIT_LONG,49.24,203.31,9907.2963,103.69,1.05,107.75,1.09,-65.06,-0.66,-880.33,-0.88
36,Entry long,2020-10-11 07:30,BUY,48.73,203.31,9907.2963,103.69,1.05,107.75,1.09,-65.06,-0.66,-880.33,-0.88
37,Exit long,2020-10-11 09:30,EXIT_LONG,49.24,203,9904.37,91.35,0.92,95.41,0.96,-26.39,-0.27,-788.98,-0.79
37,Entry long,2020-10-11 07:45,BUY,48.79,203,9904.37,91.35,0.92,95.41,0.96,-26.39,-0.27,-788.98,-0.79
38,Exit long,2020-10-12 21:00,EXIT_LONG,50.13,199.94,9921.0228,101.97,1.03,115.97,1.17,-43.99,-0.44,-687.01,-0.69
38,Entry long,2020-10-12 18:45,BUY,49.62,199.94,9921.0228,101.97,1.03,115.97,1.17,-43.99,-0.44,-687.01,-0.69
39,Exit long,2020-10-12 21:00,EXIT_LONG,50.13,200.23,9919.3942,118.14,1.19,132.15,1.33,-22.03,-0.22,-568.87,-0.57
39,Entry long,2020-10-12 19:30,BUY,49.54,200.23,9919.3942,118.14,1.19,132.15,1.33,-22.03,-0.22,-568.87,-0.57
40,Exit long,2020-10-13 13:30,EXIT_LONG,50.31,198.34,9942.7842,35.7,0.36,77.35,0.78,-51.57,-0.52,-533.17,-0.53
40,Entry long,2020-10-13 08:15,BUY,50.13,198.34,9942.7842,35.7,0.36,77.35,0.78,-51.57,-0.52,-533.17,-0.53
41,Exit long,2020-10-13 23:15,EXIT_LONG,49.84,201.06,9948.4488,72.38,0.73,74.39,0.75,-136.72,-1.37,-460.79,-0.46
41,Entry long,2020-10-13 22:00,BUY,49.48,201.06,9948.4488,72.38,0.73,74.39,0.75,-136.72,-1.37,-460.79,-0.46
42,Exit long,2020-10-13 23:15,EXIT_LONG,49.84,202.61,9935.9944,162.09,1.63,164.11,1.65,-20.26,-0.20,-298.7,-0.30
42,Entry long,2020-10-13 22:15,BUY,49.04,202.61,9935.9944,162.09,1.63,164.11,1.65,-20.26,-0.20,-298.7,-0.30
43,Exit long,2020-10-15 20:30,EXIT_LONG,49.66,202.6,9969.946,91.17,0.91,111.43,1.12,-83.07,-0.83,-207.53,-0.21
43,Entry long,2020-10-15 17:30,BUY,49.21,202.6,9969.946,91.17,0.91,111.43,1.12,-83.07,-0.83,-207.53,-0.21
44,Exit long,2020-10-15 20:30,EXIT_LONG,49.66,203.38,9963.5862,136.26,1.37,156.6,1.57,-38.64,-0.39,-71.27,-0.07
44,Entry long,2020-10-15 17:45,BUY,48.99,203.38,9963.5862,136.26,1.37,156.6,1.57,-38.64,-0.39,-71.27,-0.07
45,Exit long,2020-10-16 16:15,EXIT_LONG,47.29,209.27,9990.5498,-94.17,-0.94,60.69,0.61,-447.84,-4.48,-165.44,-0.17
45,Entry long,2020-10-16 12:15,BUY,47.74,209.27,9990.5498,-94.17,-0.94,60.69,0.61,-447.84,-4.48,-165.44,-0.17
46,Exit long,2020-10-17 23:00,EXIT_LONG,47.15,214.42,9983.3952,126.51,1.27,147.95,1.48,-60.04,-0.60,-38.93,-0.04
46,Entry long,2020-10-17 22:45,BUY,46.56,214.42,9983.3952,126.51,1.27,147.95,1.48,-60.04,-0.60,-38.93,-0.04
47,Exit long,2020-10-19 14:45,EXIT_LONG,47.2,213.31,9995.7066,72.53,0.73,74.66,0.75,-4.27,-0.04,33.6,0.03
47,Entry long,2020-10-19 11:30,BUY,46.86,213.31,9995.7066,72.53,0.73,74.66,0.75,-4.27,-0.04,33.6,0.03
48,Exit long,2020-10-19 14:45,EXIT_LONG,47.2,212.9,9991.397,57.48,0.58,59.61,0.60,-17.03,-0.17,91.08,0.09
48,Entry long,2020-10-19 11:45,BUY,46.93,212.9,9991.397,57.48,0.58,59.61,0.60,-17.03,-0.17,91.08,0.09
49,Exit long,2020-10-19 14:45,EXIT_LONG,47.2,213.25,9992.895,72.51,0.73,74.64,0.75,-2.13,-0.02,163.58,0.16
49,Entry long,2020-10-19 12:00,BUY,46.86,213.25,9992.895,72.51,0.73,74.64,0.75,-2.13,-0.02,163.58,0.16
50,Exit long,2020-10-20 23:30,EXIT_LONG,47.42,210.73,10013.8896,-21.07,-0.21,61.11,0.61,-147.51,-1.47,142.51,0.14
50,Entry long,2020-10-20 16:00,BUY,47.52,210.73,10013.8896,-21.07,-0.21,61.11,0.61,-147.51,-1.47,142.51,0.14
51,Exit long,2020-10-20 23:30,EXIT_LONG,47.42,211.9,10005.918,42.38,0.42,50.86,0.51,-84.76,-0.85,184.89,0.18
51,Entry long,2020-10-20 19:30,BUY,47.22,211.9,10005.918,42.38,0.42,50.86,0.51,-84.76,-0.85,184.89,0.18
52,Exit long,2020-10-20 23:30,EXIT_LONG,47.42,212.2,10005.23,57.29,0.57,65.78,0.66,-70.03,-0.70,242.19,0.24
52,Entry long,2020-10-20 19:45,BUY,47.15,212.2,10005.23,57.29,0.57,65.78,0.66,-70.03,-0.70,242.19,0.24
53,Exit long,2020-10-21 06:00,EXIT_LONG,46.92,215.71,10021.8866,99.23,0.99,116.48,1.16,-4.31,-0.04,341.41,0.34
53,Entry long,2020-10-21 03:15,BUY,46.46,215.71,10021.8866,99.23,0.99,116.48,1.16,-4.31,-0.04,341.41,0.34
54,Exit long,2020-10-23 10:30,EXIT_LONG,54.4,187.27,10033.9266,153.56,1.53,177.91,1.77,-104.87,-1.05,494.97,0.49
54,Entry long,2020-10-23 08:30,BUY,53.58,187.27,10033.9266,153.56,1.53,177.91,1.77,-104.87,-1.05,494.97,0.49
55,Exit long,2020-10-23 10:30,EXIT_LONG,54.4,188.54,10026.5572,230.02,2.29,254.53,2.54,-20.74,-0.21,724.99,0.72
55,Entry long,2020-10-23 08:45,BUY,53.18,188.54,10026.5572,230.02,2.29,254.53,2.54,-20.74,-0.21,724.99,0.72
56,Exit long,2020-10-24 01:30,EXIT_LONG,55.1,185.59,10068.2575,157.75,1.57,213.43,2.12,-135.48,-1.35,882.74,0.88
56,Entry long,2020-10-24 00:30,BUY,54.25,185.59,10068.2575,157.75,1.57,213.43,2.12,-135.48,-1.35,882.74,0.88
57,Exit long,2020-10-24 01:30,EXIT_LONG,55.1,186.47,10073.1094,201.39,2.00,257.33,2.55,-7.46,-0.07,1084.13,1.08
57,Entry long,2020-10-24 00:45,BUY,54.02,186.47,10073.1094,201.39,2.00,257.33,2.55,-7.46,-0.07,1084.13,1.08
58,Exit long,2020-10-25 20:00,EXIT_LONG,57.18,176.62,10107.9626,-8.83,-0.09,86.54,0.86,-123.63,-1.22,1075.3,1.08
58,Entry long,2020-10-25 14:00,BUY,57.23,176.62,10107.9626,-8.83,-0.09,86.54,0.86,-123.63,-1.22,1075.3,1.08
59,Exit long,2020-10-26 16:45,EXIT_LONG,58.26,175.14,10107.3294,96.33,0.95,105.08,1.04,-124.35,-1.23,1171.63,1.17
59,Entry long,2020-10-26 15:30,BUY,57.71,175.14,10107.3294,96.33,0.95,105.08,1.04,-124.35,-1.23,1171.63,1.17
60,Exit long,2020-10-26 16:45,EXIT_LONG,58.26,175.55,10104.658,122.89,1.22,131.66,1.30,-98.31,-0.97,1294.51,1.29
60,Entry long,2020-10-26 16:00,BUY,57.56,175.55,10104.658,122.89,1.22,131.66,1.30,-98.31,-0.97,1294.51,1.29
61,Exit long,2020-10-26 16:45,EXIT_LONG,58.26,175.38,10103.6418,114,1.13,122.77,1.22,-106.98,-1.06,1408.51,1.41
61,Entry long,2020-10-26 16:15,BUY,57.61,175.38,10103.6418,114,1.13,122.77,1.22,-106.98,-1.06,1408.51,1.41
62,Exit long,2020-10-27 03:30,EXIT_LONG,56.47,179.96,10144.3452,18,0.18,41.39,0.41,-257.34,-2.54,1426.51,1.43
62,Entry long,2020-10-26 23:45,BUY,56.37,179.96,10144.3452,18,0.18,41.39,0.41,-257.34,-2.54,1426.51,1.43
63,Exit long,2020-10-27 03:30,EXIT_LONG,56.47,180.32,10139.3936,43.28,0.43,66.72,0.66,-232.61,-2.29,1469.78,1.47
63,Entry long,2020-10-27 00:00,BUY,56.23,180.32,10139.3936,43.28,0.43,66.72,0.66,-232.61,-2.29,1469.78,1.47
64,Exit long,2020-10-27 03:30,EXIT_LONG,56.47,182.11,10112.5683,171.18,1.69,191.22,1.89,-107.44,-1.06,1640.97,1.64
64,Entry long,2020-10-27 01:00,BUY,55.53,182.11,10112.5683,171.18,1.69,191.22,1.89,-107.44,-1.06,1640.97,1.64
65,Exit long,2020-10-28 18:45,EXIT_LONG,58.92,175.94,10164.0538,202.33,1.99,234,2.30,-65.1,-0.64,1843.3,1.84
65,Entry long,2020-10-28 15:30,BUY,57.77,175.94,10164.0538,202.33,1.99,234,2.30,-65.1,-0.64,1843.3,1.84
66,Exit long,2020-10-29 06:15,EXIT_LONG,55.56,180.34,10185.6032,-165.91,-1.63,59.51,0.58,-319.2,-3.13,1677.38,1.68
66,Entry long,2020-10-28 21:45,BUY,56.48,180.34,10185.6032,-165.91,-1.63,59.51,0.58,-319.2,-3.13,1677.38,1.68
67,Exit long,2020-10-29 06:15,EXIT_LONG,55.56,182.91,10167.9669,-5.49,-0.05,175.59,1.73,-160.96,-1.58,1671.9,1.67
67,Entry long,2020-10-28 22:00,BUY,55.59,182.91,10167.9669,-5.49,-0.05,175.59,1.73,-160.96,-1.58,1671.9,1.67
68,Exit long,2020-10-29 06:15,EXIT_LONG,55.56,182.49,10171.9926,-32.85,-0.32,147.82,1.45,-187.96,-1.85,1639.05,1.64
68,Entry long,2020-10-28 22:15,BUY,55.74,182.49,10171.9926,-32.85,-0.32,147.82,1.45,-187.96,-1.85,1639.05,1.64
69,Exit long,2020-10-29 21:45,EXIT_LONG,55.24,185.43,10163.4183,79.73,0.78,83.44,0.82,-267.02,-2.63,1718.78,1.72
69,Entry long,2020-10-29 18:45,BUY,54.81,185.43,10163.4183,79.73,0.78,83.44,0.82,-267.02,-2.63,1718.78,1.72
70,Exit long,2020-10-29 21:45,EXIT_LONG,55.24,185.13,10159.9344,66.65,0.66,70.35,0.69,-279.55,-2.75,1785.43,1.79
70,Entry long,2020-10-29 19:00,BUY,54.88,185.13,10159.9344,66.65,0.66,70.35,0.69,-279.55,-2.75,1785.43,1.79
71,Exit long,2020-10-29 21:45,EXIT_LONG,55.24,186.5,10151.195,151.07,1.49,154.79,1.52,-197.69,-1.95,1936.49,1.94
71,Entry long,2020-10-29 20:00,BUY,54.43,186.5,10151.195,151.07,1.49,154.79,1.52,-197.69,-1.95,1936.49,1.94
72,Exit long,2020-10-30 16:15,EXIT_LONG,54,191.82,10193.3148,164.97,1.62,203.33,1.99,-23.02,-0.23,2101.46,2.10
72,Entry long,2020-10-30 14:00,BUY,53.14,191.82,10193.3148,164.97,1.62,203.33,1.99,-23.02,-0.23,2101.46,2.10
73,Exit long,2020-10-30 19:45,EXIT_LONG,53.55,193.52,10212.0504,150.95,1.48,154.82,1.52,-46.44,-0.45,2252.41,2.25
73,Entry long,2020-10-30 17:15,BUY,52.77,193.52,10212.0504,150.95,1.48,154.82,1.52,-46.44,-0.45,2252.41,2.25
74,Exit long,2020-11-01 15:15,EXIT_LONG,55.12,186.31,10220.9666,48.44,0.47,93.16,0.91,-26.08,-0.26,2300.85,2.30
74,Entry long,2020-11-01 11:30,BUY,54.86,186.31,10220.9666,48.44,0.47,93.16,0.91,-26.08,-0.26,2300.85,2.30
75,Exit long,2020-11-01 22:15,EXIT_LONG,54.87,187.7,10227.773,71.33,0.70,91.97,0.90,-78.83,-0.77,2372.17,2.37
75,Entry long,2020-11-01 18:00,BUY,54.49,187.7,10227.773,71.33,0.70,91.97,0.90,-78.83,-0.77,2372.17,2.37
76,Exit long,2020-11-01 22:15,EXIT_LONG,54.87,188.14,10225.409,97.83,0.96,118.53,1.16,-15.05,-0.15,2470.01,2.47
76,Entry long,2020-11-01 20:00,BUY,54.35,188.14,10225.409,97.83,0.96,118.53,1.16,-15.05,-0.15,2470.01,2.47
77,Exit long,2020-11-02 22:45,EXIT_LONG,54,186.98,10248.3738,-151.45,-1.48,1.87,0.02,-336.56,-3.28,2318.55,2.32
77,Entry long,2020-11-02 16:45,BUY,54.81,186.98,10248.3738,-151.45,-1.48,1.87,0.02,-336.56,-3.28,2318.55,2.32
78,Exit long,2020-11-02 22:45,EXIT_LONG,54,189.16,10233.556,-18.92,-0.18,132.41,1.29,-206.18,-2.01,2299.64,2.30
78,Entry long,2020-11-02 17:00,BUY,54.1,189.16,10233.556,-18.92,-0.18,132.41,1.29,-206.18,-2.01,2299.64,2.30
79,Exit long,2020-11-03 14:30,EXIT_LONG,52.8,193.96,10229.4504,11.64,0.11,54.31,0.53,-312.28,-3.05,2311.27,2.31
79,Entry long,2020-11-03 11:00,BUY,52.74,193.96,10229.4504,11.64,0.11,54.31,0.53,-312.28,-3.05,2311.27,2.31
80,Exit long,2020-11-03 14:30,EXIT_LONG,52.8,196.59,10214.8164,165.14,1.62,178.9,1.75,-106.16,-1.04,2476.41,2.48
80,Entry long,2020-11-03 11:15,BUY,51.96,196.59,10214.8164,165.14,1.62,178.9,1.75,-106.16,-1.04,2476.41,2.48
81,Exit long,2020-11-03 14:30,EXIT_LONG,52.8,196.71,10217.1174,169.17,1.66,182.94,1.79,-102.29,-1.00,2645.58,2.65
81,Entry long,2020-11-03 11:30,BUY,51.94,196.71,10217.1174,169.17,1.66,182.94,1.79,-102.29,-1.00,2645.58,2.65
82,Exit long,2020-11-04 18:15,EXIT_LONG,53.24,194.69,10271.8444,93.45,0.91,95.4,0.93,-46.73,-0.45,2739.03,2.74
82,Entry long,2020-11-04 16:00,BUY,52.76,194.69,10271.8444,93.45,0.91,95.4,0.93,-46.73,-0.45,2739.03,2.74
83,Exit long,2020-11-05 00:15,EXIT_LONG,53.48,196.66,10275.485,241.89,2.35,243.86,2.37,-129.8,-1.26,2980.92,2.98
83,Entry long,2020-11-04 22:15,BUY,52.25,196.66,10275.485,241.89,2.35,243.86,2.37,-129.8,-1.26,2980.92,2.98
84,Exit long,2020-11-05 00:15,EXIT_LONG,53.48,198.78,10264.9992,365.76,3.56,367.74,3.58,-9.94,-0.10,3346.68,3.35
84,Entry long,2020-11-04 22:30,BUY,51.64,198.78,10264.9992,365.76,3.56,367.74,3.58,-9.94,-0.10,3346.68,3.35
85,Exit long,2020-11-05 00:15,EXIT_LONG,53.48,197.8,10273.732,304.61,2.96,306.59,2.98,-33.63,-0.33,3651.29,3.65
85,Entry long,2020-11-04 22:45,BUY,51.94,197.8,10273.732,304.61,2.96,306.59,2.98,-33.63,-0.33,3651.29,3.65
86,Exit long,2020-11-07 05:00,EXIT_LONG,61.04,172.78,10365.0722,181.42,1.75,210.79,2.03,0,0.00,3832.71,3.83
86,Entry long,2020-11-07 04:30,BUY,59.99,172.78,10365.0722,181.42,1.75,210.79,2.03,0,0.00,3832.71,3.83
87,Exit long,2020-11-08 01:00,EXIT_LONG,61.79,165.62,10384.374,-150.71,-1.45,109.31,1.05,-574.7,-5.53,3681.99,3.68
87,Entry long,2020-11-07 21:45,BUY,62.7,165.62,10384.374,-150.71,-1.45,109.31,1.05,-574.7,-5.53,3681.99,3.68
88,Exit long,2020-11-08 01:00,EXIT_LONG,61.79,168.58,10364.2984,52.26,0.50,87.66,0.85,-379.3,-3.66,3734.25,3.73
88,Entry long,2020-11-07 22:45,BUY,61.48,168.58,10364.2984,52.26,0.50,87.66,0.85,-379.3,-3.66,3734.25,3.73
89,Exit long,2020-11-08 01:00,EXIT_LONG,61.79,171.09,10332.1251,239.53,2.32,275.45,2.67,-198.46,-1.92,3973.78,3.97
89,Entry long,2020-11-07 23:00,BUY,60.39,171.09,10332.1251,239.53,2.32,275.45,2.67,-198.46,-1.92,3973.78,3.97
90,Exit long,2020-11-08 07:00,EXIT_LONG,59.35,175.27,10402.2745,0,0.00,70.11,0.67,-411.88,-3.96,3973.78,3.97
90,Entry long,2020-11-08 03:00,BUY,59.35,175.27,10402.2745,0,0.00,70.11,0.67,-411.88,-3.96,3973.78,3.97
91,Exit long,2020-11-08 07:00,EXIT_LONG,59.35,176.36,10380.5496,86.42,0.83,132.27,1.27,-328.03,-3.16,4060.2,4.06
91,Entry long,2020-11-08 03:15,BUY,58.86,176.36,10380.5496,86.42,0.83,132.27,1.27,-328.03,-3.16,4060.2,4.06
92,Exit long,2020-11-08 07:00,EXIT_LONG,59.35,177.68,10371.1816,174.13,1.68,220.32,2.12,-243.42,-2.35,4234.32,4.23
92,Entry long,2020-11-08 03:30,BUY,58.37,177.68,10371.1816,174.13,1.68,220.32,2.12,-243.42,-2.35,4234.32,4.23
93,Exit long,2020-11-09 16:45,EXIT_LONG,60.16,175.68,10423.0944,145.81,1.40,179.19,1.72,-35.14,-0.34,4380.14,4.38
93,Entry long,2020-11-09 16:30,BUY,59.33,175.68,10423.0944,145.81,1.40,179.19,1.72,-35.14,-0.34,4380.14,4.38
94,Exit long,2020-11-10 01:45,EXIT_LONG,58.89,177.27,10448.2938,-8.86,-0.08,141.82,1.36,-278.31,-2.66,4371.27,4.37
94,Entry long,2020-11-09 21:15,BUY,58.94,177.27,10448.2938,-8.86,-0.08,141.82,1.36,-278.31,-2.66,4371.27,4.37
95,Exit long,2020-11-10 01:45,EXIT_LONG,58.89,178.51,10428.5542,83.9,0.80,94.61,0.91,-187.44,-1.80,4455.17,4.46
95,Entry long,2020-11-09 23:00,BUY,58.42,178.51,10428.5542,83.9,0.80,94.61,0.91,-187.44,-1.80,4455.17,4.46
96,Exit long,2020-11-10 01:45,EXIT_LONG,58.89,179.42,10417.1252,148.92,1.43,159.68,1.53,-123.8,-1.19,4604.09,4.60
96,Entry long,2020-11-09 23:15,BUY,58.06,179.42,10417.1252,148.92,1.43,159.68,1.53,-123.8,-1.19,4604.09,4.60
97,Exit long,2020-11-10 15:45,EXIT_LONG,58.83,180.28,10461.6484,144.22,1.38,156.84,1.50,-9.01,-0.09,4748.32,4.75
97,Entry long,2020-11-10 14:45,BUY,58.03,180.28,10461.6484,144.22,1.38,156.84,1.50,-9.01,-0.09,4748.32,4.75
98,Exit long,2020-11-11 01:30,EXIT_LONG,57.95,182.93,10474.5718,126.22,1.21,140.86,1.34,-5.49,-0.05,4874.54,4.87
98,Entry long,2020-11-10 23:45,BUY,57.26,182.93,10474.5718,126.22,1.21,140.86,1.34,-5.49,-0.05,4874.54,4.87
99,Exit long,2020-11-12 11:15,EXIT_LONG,58.55,181,10485.33,112.22,1.07,124.89,1.19,-19.91,-0.19,4986.76,4.99
99,Entry long,2020-11-12 08:15,BUY,57.93,181,10485.33,112.22,1.07,124.89,1.19,-19.91,-0.19,4986.76,4.99
100,Exit long,2020-11-12 11:15,EXIT_LONG,58.55,180.42,10491.423,72.17,0.69,84.8,0.81,-48.71,-0.46,5058.93,5.06
100,Entry long,2020-11-12 08:30,BUY,58.15,180.42,10491.423,72.17,0.69,84.8,0.81,-48.71,-0.46,5058.93,5.06
101,Exit long,2020-11-12 11:15,EXIT_LONG,58.55,180.46,10493.749,72.18,0.69,84.82,0.81,-25.26,-0.24,5131.11,5.13
101,Entry long,2020-11-12 08:45,BUY,58.15,180.46,10493.749,72.18,0.69,84.82,0.81,-25.26,-0.24,5131.11,5.13
102,Exit long,2020-11-14 21:00,EXIT_LONG,63.02,166.71,10511.0655,-5,-0.05,78.35,0.75,-156.71,-1.49,5126.11,5.13
102,Entry long,2020-11-14 16:30,BUY,63.05,166.71,10511.0655,-5,-0.05,78.35,0.75,-156.71,-1.49,5126.11,5.13
103,Exit long,2020-11-14 21:00,EXIT_LONG,63.02,167.12,10510.1768,21.73,0.21,51.81,0.49,-130.35,-1.24,5147.83,5.15
103,Entry long,2020-11-14 16:45,BUY,62.89,167.12,10510.1768,21.73,0.21,51.81,0.49,-130.35,-1.24,5147.83,5.15
104,Exit long,2020-11-14 21:00,EXIT_LONG,63.02,167.1,10508.919,21.72,0.21,46.79,0.45,-130.34,-1.24,5169.56,5.17
104,Entry long,2020-11-14 17:15,BUY,62.89,167.1,10508.919,21.72,0.21,46.79,0.45,-130.34,-1.24,5169.56,5.17
105,Exit long,2020-11-15 13:45,EXIT_LONG,63.38,168.59,10516.6442,168.59,1.60,168.59,1.60,-1.69,-0.02,5338.15,5.34
105,Entry long,2020-11-15 11:15,BUY,62.38,168.59,10516.6442,168.59,1.60,168.59,1.60,-1.69,-0.02,5338.15,5.34
