Trade #,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
1723,Entry long,8/7/2022 23:15,BUY,60.8500,217.3152,13223.6326,82.58,0.08,134.74,0.13,-19.56,-0.02,32318.91,32.32
1724,Exit long,8/8/2022 19:45,EXIT_LONG,63.2200,211.5072,13371.4853,139.59,0.14,186.13,0.19,-4.23,-0,32458.50,32.46
1724,Entry long,8/8/2022 16:30,BUY,62.5600,211.5072,13231.8906,139.59,0.14,186.13,0.19,-4.23,-0,32458.50,32.46
1725,Exit long,8/9/2022 18:15,EXIT_LONG,58.9700,215.5199,12709.2056,-536.64,-0.54,36.64,0.04,-702.59,-0.70,31921.86,31.92
1725,Entry long,8/9/2022 09:45,BUY,61.4600,215.5199,13245.8500,-536.64,-0.54,36.64,0.04,-702.59,-0.70,31921.86,31.92
1726,Exit long,8/9/2022 18:15,EXIT_LONG,58.9700,216.7870,12783.9289,-453.08,-0.45,21.68,0.02,-620.01,-0.62,31468.77,31.47
1726,Entry long,8/9/2022 10:00,BUY,61.0600,216.7870,13237.0137,-453.08,-0.45,21.68,0.02,-620.01,-0.62,31468.77,31.47
1727,Exit long,8/9/2022 18:15,EXIT_LONG,58.9700,217.5327,12827.9044,-398.08,-0.40,23.93,0.02,-565.59,-0.57,31070.69,31.07
1727,Entry long,8/9/2022 10:15,BUY,60.8000,217.5327,13225.9893,-398.08,-0.40,23.93,0.02,-565.59,-0.57,31070.69,31.07
1728,Exit long,8/10/2022 04:30,EXIT_LONG,58.4400,225.9060,13201.9492,94.88,0.09,173.95,0.17,-42.92,-0.04,31165.57,31.17
1728,Entry long,8/10/2022 00:45,BUY,58.0200,225.9060,13107.0686,94.88,0.09,173.95,0.17,-42.92,-0.04,31165.57,31.17
1729,Exit long,8/12/2022 01:30,EXIT_LONG,61.8600,214.6736,13279.7086,163.15,0.16,178.18,0.18,-90.16,-0.09,31328.72,31.33
1729,Entry long,8/12/2022 00:15,BUY,61.1000,214.6736,13116.5567,163.15,0.16,178.18,0.18,-90.16,-0.09,31328.72,31.33
1730,Exit long,8/12/2022 14:30,EXIT_LONG,61.4500,214.8000,13199.4599,66.59,0.07,94.51,0.09,-103.10,-0.10,31395.31,31.40
1730,Entry long,8/12/2022 11:00,BUY,61.1400,214.8000,13132.8719,66.59,0.07,94.51,0.09,-103.10,-0.10,31395.31,31.40
1731,Exit long,8/12/2022 14:30,EXIT_LONG,61.4500,215.7603,13258.4713,131.61,0.13,159.66,0.16,-38.84,-0.04,31526.92,31.53
1731,Entry long,8/12/2022 11:45,BUY,60.8400,215.7603,13126.8575,131.61,0.13,159.66,0.16,-38.84,-0.04,31526.92,31.53
1732,Exit long,8/12/2022 14:30,EXIT_LONG,61.4500,215.9806,13272.0100,149.03,0.15,177.10,0.18,-10.80,-0.01,31675.95,31.68
1732,Entry long,8/12/2022 12:00,BUY,60.7600,215.9806,13122.9834,149.03,0.15,177.10,0.18,-10.80,-0.01,31675.95,31.68
1733,Exit long,8/14/2022 00:00,EXIT_LONG,63.8100,207.4944,13240.2177,72.62,0.07,151.47,0.15,-53.95,-0.05,31748.57,31.75
1733,Entry long,8/13/2022 19:30,BUY,63.4600,207.4944,13167.5947,72.62,0.07,151.47,0.15,-53.95,-0.05,31748.57,31.75
1734,Exit long,8/14/2022 00:00,EXIT_LONG,63.8100,207.6679,13251.2861,85.14,0.09,164.06,0.16,-10.38,-0.01,31833.71,31.83
1734,Entry long,8/13/2022 20:15,BUY,63.4000,207.6679,13166.1422,85.14,0.09,164.06,0.16,-10.38,-0.01,31833.71,31.83
1735,Exit long,8/14/2022 14:15,EXIT_LONG,64.6600,206.3771,13344.3456,160.97,0.16,342.59,0.34,-103.19,-0.10,31994.69,31.99
1735,Entry long,8/14/2022 13:30,BUY,63.8800,206.3771,13183.3714,160.97,0.16,342.59,0.34,-103.19,-0.10,31994.69,31.99
1736,Exit long,8/14/2022 22:45,EXIT_LONG,63.4600,209.3492,13285.3020,85.83,0.09,146.54,0.15,-142.36,-0.14,32080.52,32.08
1736,Entry long,8/14/2022 17:15,BUY,63.0500,209.3492,13199.4688,85.83,0.09,146.54,0.15,-142.36,-0.14,32080.52,32.08
1737,Exit long,8/14/2022 22:45,EXIT_LONG,63.4600,210.3741,13350.3409,157.78,0.16,174.61,0.17,-71.53,-0.07,32238.30,32.24
1737,Entry long,8/14/2022 22:15,BUY,62.7100,210.3741,13192.5603,157.78,0.16,174.61,0.17,-71.53,-0.07,32238.30,32.24
1738,Exit long,8/15/2022 12:30,EXIT_LONG,61.3700,210.5705,12922.7143,-301.12,-0.30,14.74,0.01,-473.78,-0.47,31937.19,31.94
1738,Entry long,8/15/2022 06:30,BUY,62.8000,210.5705,13223.8302,-301.12,-0.30,14.74,0.01,-473.78,-0.47,31937.19,31.94
1739,Exit long,8/15/2022 12:30,EXIT_LONG,61.3700,212.0949,13016.2640,-197.25,-0.20,6.36,0.01,-371.17,-0.37,31739.94,31.74
1739,Entry long,8/15/2022 06:45,BUY,62.3000,212.0949,13213.5122,-197.25,-0.20,6.36,0.01,-371.17,-0.37,31739.94,31.74
1740,Exit long,8/15/2022 12:30,EXIT_LONG,61.3700,213.5901,13108.0229,-83.30,-0.08,25.63,0.03,-258.44,-0.26,31656.64,31.66
1740,Entry long,8/15/2022 07:00,BUY,61.7600,213.5901,13191.3231,-83.30,-0.08,25.63,0.03,-258.44,-0.26,31656.64,31.66
1741,Exit long,8/15/2022 13:15,EXIT_LONG,61.2500,216.1140,13236.9814,71.32,0.07,84.28,0.08,-15.13,-0.02,31727.96,31.73
1741,Entry long,8/15/2022 13:00,BUY,60.9200,216.1140,13165.6638,71.32,0.07,84.28,0.08,-15.13,-0.02,31727.96,31.73
1742,Exit long,8/15/2022 20:30,EXIT_LONG,60.9600,218.3457,13310.3533,137.56,0.14,174.68,0.17,-17.47,-0.02,31865.51,31.87
1742,Entry long,8/15/2022 18:15,BUY,60.3300,218.3457,13172.7955,137.56,0.14,174.68,0.17,-17.47,-0.02,31865.51,31.87
1743,Exit long,8/15/2022 20:30,EXIT_LONG,60.9600,218.1143,13296.2496,122.14,0.12,159.22,0.16,-13.09,-0.01,31987.66,31.99
1743,Entry long,8/15/2022 18:30,BUY,60.4000,218.1143,13174.1056,122.14,0.12,159.22,0.16,-13.09,-0.01,31987.66,31.99
1744,Exit long,8/15/2022 23:45,EXIT_LONG,60.8200,219.7231,13363.5580,164.79,0.16,193.36,0.19,-21.97,-0.02,32152.45,32.15
1744,Entry long,8/15/2022 23:15,BUY,60.0700,219.7231,13198.7657,164.79,0.16,193.36,0.19,-21.97,-0.02,32152.45,32.15
1745,Exit long,8/17/2022 18:00,EXIT_LONG,60.6000,213.5280,12939.7939,-275.45,-0.28,209.26,0.21,-474.03,-0.47,31877,31.88
1745,Entry long,8/17/2022 08:00,BUY,61.8900,213.5280,13215.2449,-275.45,-0.28,209.26,0.21,-474.03,-0.47,31877,31.88
1746,Exit long,8/17/2022 18:00,EXIT_LONG,60.6000,215.8500,13080.5128,-118.72,-0.12,84.18,0.08,-319.46,-0.32,31758.28,31.76
1746,Entry long,8/17/2022 12:30,BUY,61.1500,215.8500,13199.2303,-118.72,-0.12,84.18,0.08,-319.46,-0.32,31758.28,31.76
1747,Exit long,8/17/2022 18:00,EXIT_LONG,60.6000,216.0021,13089.7253,-108,-0.11,49.68,0.05,-308.88,-0.31,31650.28,31.65
1747,Entry long,8/17/2022 13:15,BUY,61.1000,216.0021,13197.7264,-108,-0.11,49.68,0.05,-308.88,-0.31,31650.28,31.65
1748,Exit long,8/19/2022 06:00,EXIT_LONG,58.9900,220.2983,12995.3983,-169.63,-0.17,125.57,0.13,-389.93,-0.39,31480.65,31.48
1748,Entry long,8/18/2022 23:30,BUY,59.7600,220.2983,13165.0280,-169.63,-0.17,125.57,0.13,-389.93,-0.39,31480.65,31.48
1749,Exit long,8/19/2022 06:00,EXIT_LONG,58.9900,223.1554,13163.9347,17.85,0.02,44.63,0.04,-205.30,-0.21,31498.50,31.50
1749,Entry long,8/19/2022 00:45,BUY,58.9100,223.1554,13146.0823,17.85,0.02,44.63,0.04,-205.30,-0.21,31498.50,31.50
1750,Exit long,8/19/2022 06:00,EXIT_LONG,58.9900,224.5284,13244.9318,121.25,0.12,136.96,0.14,-103.28,-0.10,31619.75,31.62
1750,Entry long,8/19/2022 01:15,BUY,58.4500,224.5284,13123.6865,121.25,0.12,136.96,0.14,-103.28,-0.10,31619.75,31.62
1751,Exit long,8/19/2022 15:45,EXIT_LONG,54.8600,234.8675,12884.8311,-277.14,-0.28,108.04,0.11,-455.64,-0.46,31342.60,31.34
1751,Entry long,8/19/2022 06:45,BUY,56.0400,234.8675,13161.9748,-277.14,-0.28,108.04,0.11,-455.64,-0.46,31342.60,31.34
1752,Exit long,8/19/2022 15:45,EXIT_LONG,54.8600,236.0178,12947.9377,-207.70,-0.21,179.37,0.18,-387.07,-0.39,31134.91,31.13
1752,Entry long,8/19/2022 07:00,BUY,55.7400,236.0178,13155.6334,-207.70,-0.21,179.37,0.18,-387.07,-0.39,31134.91,31.13
1753,Exit long,8/19/2022 15:45,EXIT_LONG,54.8600,240.3035,13183.0482,86.51,0.09,163.41,0.16,-55.27,-0.06,31221.42,31.22
1753,Entry long,8/19/2022 12:15,BUY,54.5000,240.3035,13096.5390,86.51,0.09,163.41,0.16,-55.27,-0.06,31221.42,31.22
1754,Exit long,8/20/2022 00:30,EXIT_LONG,54.6200,241.3933,13184.9040,62.76,0.06,207.60,0.21,-265.53,-0.27,31284.18,31.28
1754,Entry long,8/19/2022 22:00,BUY,54.3600,241.3933,13122.1418,62.76,0.06,207.60,0.21,-265.53,-0.27,31284.18,31.28
1755,Exit long,8/20/2022 00:30,EXIT_LONG,54.6200,243.0894,13277.5455,165.30,0.17,311.15,0.31,-165.30,-0.17,31449.48,31.45
1755,Entry long,8/19/2022 22:45,BUY,53.9400,243.0894,13112.2446,165.30,0.17,311.15,0.31,-165.30,-0.17,31449.48,31.45
1756,Exit long,8/20/2022 00:30,EXIT_LONG,54.6200,243.4827,13299.0253,192.35,0.19,338.44,0.34,-138.79,-0.14,31641.83,31.64
1756,Entry long,8/19/2022 23:00,BUY,53.8300,243.4827,13106.6739,192.35,0.19,338.44,0.34,-138.79,-0.14,31641.83,31.64
1757,Exit long,8/20/2022 22:00,EXIT_LONG,53.8700,242.7472,13076.7942,-87.39,-0.09,160.21,0.16,-385.97,-0.39,31554.44,31.55
1757,Entry long,8/20/2022 17:15,BUY,54.2300,242.7472,13164.1832,-87.39,-0.09,160.21,0.16,-385.97,-0.39,31554.44,31.55
1758,Exit long,8/20/2022 22:00,EXIT_LONG,53.8700,244.0938,13149.3352,-7.32,-0.01,100.08,0.10,-307.56,-0.31,31547.12,31.55
1758,Entry long,8/20/2022 19:00,BUY,53.9000,244.0938,13156.6580,-7.32,-0.01,100.08,0.10,-307.56,-0.31,31547.12,31.55
1759,Exit long,8/20/2022 22:00,EXIT_LONG,53.8700,246.0623,13255.3749,125.49,0.13,233.76,0.23,-177.16,-0.18,31672.61,31.67
1759,Entry long,8/20/2022 19:15,BUY,53.3600,246.0623,13129.8831,125.49,0.13,233.76,0.23,-177.16,-0.18,31672.61,31.67
1760,Exit long,8/22/2022 10:15,EXIT_LONG,53.3700,243.4775,12994.3922,-172.87,-0.17,467.48,0.47,-443.13,-0.44,31499.74,31.50
1760,Entry long,8/22/2022 06:15,BUY,54.0800,243.4775,13167.2612,-172.87,-0.17,467.48,0.47,-443.13,-0.44,31499.74,31.50
1761,Exit long,8/22/2022 10:15,EXIT_LONG,53.3700,244.7408,13061.8171,-97.90,-0.10,545.77,0.55,-369.56,-0.37,31401.85,31.40
1761,Entry long,8/22/2022 06:45,BUY,53.7700,244.7408,13159.7134,-97.90,-0.10,545.77,0.55,-369.56,-0.37,31401.85,31.40
1762,Exit long,8/22/2022 10:15,EXIT_LONG,53.3700,244.6680,13057.9293,-102.76,-0.10,540.72,0.54,-374.34,-0.37,31299.09,31.30
1762,Entry long,8/22/2022 07:00,BUY,53.7900,244.6680,13160.6898,-102.76,-0.10,540.72,0.54,-374.34,-0.37,31299.09,31.30
1763,Exit long,8/23/2022 07:45,EXIT_LONG,55.3100,237.8607,13156.0733,26.16,0.03,49.95,0.05,-313.98,-0.31,31325.25,31.33
1763,Entry long,8/23/2022 05:30,BUY,55.2000,237.8607,13129.9086,26.16,0.03,49.95,0.05,-313.98,-0.31,31325.25,31.33
1764,Exit long,8/23/2022 07:45,EXIT_LONG,55.3100,239.6596,13255.5730,136.61,0.14,160.57,0.16,-206.11,-0.21,31461.86,31.46
1764,Entry long,8/23/2022 05:45,BUY,54.7400,239.6596,13118.9670,136.61,0.14,160.57,0.16,-206.11,-0.21,31461.86,31.46
1765,Exit long,8/23/2022 07:45,EXIT_LONG,55.3100,241.9475,13382.1173,292.76,0.29,316.95,0.32,-38.71,-0.04,31754.61,31.75
1765,Entry long,8/23/2022 06:00,BUY,54.1000,241.9475,13089.3608,292.76,0.29,316.95,0.32,-38.71,-0.04,31754.61,31.75
1766,Exit long,8/24/2022 05:00,EXIT_LONG,56.2700,234.9824,13222.4578,47,0.05,89.29,0.09,-110.44,-0.11,31801.61,31.80
1766,Entry long,8/24/2022 00:45,BUY,56.0700,234.9824,13175.4613,47,0.05,89.29,0.09,-110.44,-0.11,31801.61,31.80
1767,Exit long,8/24/2022 05:00,EXIT_LONG,56.2700,235.5455,13254.1425,82.44,0.08,108.35,0.11,-75.37,-0.08,31884.05,31.88
1767,Entry long,8/24/2022 01:30,BUY,55.9200,235.5455,13171.7016,82.44,0.08,108.35,0.11,-75.37,-0.08,31884.05,31.88
1768,Exit long,8/24/2022 05:00,EXIT_LONG,56.2700,236.0482,13282.4323,118.02,0.12,143.99,0.14,-40.13,-0.04,32002.07,32
1768,Entry long,8/24/2022 01:45,BUY,55.7700,236.0482,13164.4082,118.02,0.12,143.99,0.14,-40.13,-0.04,32002.07,32
1769,Exit long,8/25/2022 01:45,EXIT_LONG,56.8800,233.8804,13303.1148,102.91,0.10,116.94,0.12,-44.44,-0.04,32104.98,32.10
1769,Entry long,8/24/2022 22:30,BUY,56.4400,233.8804,13200.2075,102.91,0.10,116.94,0.12,-44.44,-0.04,32104.98,32.10
1770,Exit long,8/25/2022 01:45,EXIT_LONG,56.8800,233.9591,13307.5948,107.62,0.11,121.66,0.12,-28.08,-0.03,32212.60,32.21
1770,Entry long,8/24/2022 22:45,BUY,56.4200,233.9591,13199.9736,107.62,0.11,121.66,0.12,-28.08,-0.03,32212.60,32.21
1771,Exit long,8/25/2022 17:30,EXIT_LONG,56.5800,236.5586,13384.4858,163.23,0.16,302.80,0.30,-7.10,-0.01,32375.83,32.38
1771,Entry long,8/25/2022 15:30,BUY,55.8900,236.5586,13221.2603,163.23,0.16,302.80,0.30,-7.10,-0.01,32375.83,32.38
1772,Exit long,8/26/2022 03:00,EXIT_LONG,56.5600,235.1676,13301.0781,63.50,0.06,68.20,0.07,-103.47,-0.10,32439.32,32.44
1772,Entry long,8/26/2022 00:15,BUY,56.2900,235.1676,13237.5829,63.50,0.06,68.20,0.07,-103.47,-0.10,32439.32,32.44
1773,Exit long,8/26/2022 03:00,EXIT_LONG,56.5600,235.7331,13333.0633,99.01,0.10,103.72,0.10,-68.36,-0.07,32538.33,32.54
1773,Entry long,8/26/2022 00:45,BUY,56.1400,235.7331,13234.0554,99.01,0.10,103.72,0.10,-68.36,-0.07,32538.33,32.54
1774,Exit long,8/26/2022 03:00,EXIT_LONG,56.5600,236.1034,13354.0103,125.13,0.13,129.86,0.13,-9.44,-0.01,32663.47,32.66
1774,Entry long,8/26/2022 01:00,BUY,56.0300,236.1034,13228.8755,125.13,0.13,129.86,0.13,-9.44,-0.01,32663.47,32.66
1775,Exit long,8/26/2022 08:45,EXIT_LONG,55.8400,238.8611,13338.0050,71.66,0.07,136.15,0.14,-105.10,-0.11,32735.13,32.74
1775,Entry long,8/26/2022 05:15,BUY,55.5400,238.8611,13266.3467,71.66,0.07,136.15,0.14,-105.10,-0.11,32735.13,32.74
1776,Exit long,8/26/2022 08:45,EXIT_LONG,55.8400,239.8722,13394.4647,134.33,0.13,199.09,0.20,-43.18,-0.04,32869.45,32.87
1776,Entry long,8/26/2022 05:30,BUY,55.2800,239.8722,13260.1363,134.33,0.13,199.09,0.20,-43.18,-0.04,32869.45,32.87
1777,Exit long,8/26/2022 08:45,EXIT_LONG,55.8400,239.4218,13369.3112,102.95,0.10,167.60,0.17,-74.22,-0.07,32972.40,32.97
1777,Entry long,8/26/2022 05:45,BUY,55.4100,239.4218,13266.3598,102.95,0.10,167.60,0.17,-74.22,-0.07,32972.40,32.97
1778,Exit long,8/26/2022 20:30,EXIT_LONG,54.2600,242.9607,13183.0489,-114.19,-0.11,2.43,0,-396.03,-0.40,32858.21,32.86
1778,Entry long,8/26/2022 15:15,BUY,54.7300,242.9607,13297.2405,-114.19,-0.11,2.43,0,-396.03,-0.40,32858.21,32.86
1779,Exit long,8/26/2022 20:30,EXIT_LONG,54.2600,244.4086,13261.6090,-26.88,-0.03,29.33,0.03,-310.40,-0.31,32831.33,32.83
1779,Entry long,8/26/2022 15:30,BUY,54.3700,244.4086,13288.4939,-26.88,-0.03,29.33,0.03,-310.40,-0.31,32831.33,32.83
1780,Exit long,8/26/2022 20:30,EXIT_LONG,54.2600,244.9137,13289.0181,7.35,0.01,63.68,0.06,-276.75,-0.28,32838.68,32.84
1780,Entry long,8/26/2022 15:45,BUY,54.2300,244.9137,13281.6707,7.35,0.01,63.68,0.06,-276.75,-0.28,32838.68,32.84
1781,Exit long,8/27/2022 07:00,EXIT_LONG,52.4500,248.7616,13047.5441,-236.32,-0.24,131.84,0.13,-440.31,-0.44,32602.35,32.60
1781,Entry long,8/26/2022 22:45,BUY,53.4000,248.7616,13283.8676,-236.32,-0.24,131.84,0.13,-440.31,-0.44,32602.35,32.60
1782,Exit long,8/27/2022 07:00,EXIT_LONG,52.4500,250.5790,13142.8697,-130.30,-0.13,10.02,0.01,-335.78,-0.34,32472.05,32.47
1782,Entry long,8/26/2022 23:15,BUY,52.9700,250.5790,13273.1708,-130.30,-0.13,10.02,0.01,-335.78,-0.34,32472.05,32.47
1783,Exit long,8/27/2022 07:00,EXIT_LONG,52.4500,251.1869,13174.7541,-90.43,-0.09,45.21,0.05,-296.40,-0.30,32381.62,32.38
1783,Entry long,8/26/2022 23:30,BUY,52.8100,251.1869,13265.1814,-90.43,-0.09,45.21,0.05,-296.40,-0.30,32381.62,32.38
1784,Exit long,8/29/2022 02:00,EXIT_LONG,54.6400,245.5149,13414.9331,176.77,0.18,363.36,0.36,-343.72,-0.34,32558.39,32.56
1784,Entry long,8/28/2022 23:45,BUY,53.9200,245.5149,13238.1624,176.77,0.18,363.36,0.36,-343.72,-0.34,32558.39,32.56
1785,Exit long,8/29/2022 02:00,EXIT_LONG,54.6400,247.5785,13527.6869,302.05,0.30,490.21,0.49,-222.82,-0.22,32860.44,32.86
1785,Entry long,8/29/2022 00:00,BUY,53.4200,247.5785,13225.6411,302.05,0.30,490.21,0.49,-222.82,-0.22,32860.44,32.86
1786,Exit long,8/29/2022 02:00,EXIT_LONG,54.6400,250.4539,13684.8035,495.90,0.50,686.24,0.69,-22.54,-0.02,33356.34,33.36
1786,Entry long,8/29/2022 00:15,BUY,52.6600,250.4539,13188.9047,495.90,0.50,686.24,0.69,-22.54,-0.02,33356.34,33.36
1787,Exit long,8/30/2022 19:15,EXIT_LONG,53.8200,243.9743,13130.6955,-204.94,-0.20,26.84,0.03,-695.33,-0.70,33151.40,33.15
1787,Entry long,8/30/2022 14:00,BUY,54.6600,243.9743,13335.6339,-204.94,-0.20,26.84,0.03,-695.33,-0.70,33151.40,33.15
1788,Exit long,8/30/2022 19:15,EXIT_LONG,53.8200,245.3080,13202.4757,-125.11,-0.13,9.81,0.01,-618.18,-0.62,33026.29,33.03
1788,Entry long,8/30/2022 14:15,BUY,54.3300,245.3080,13327.5828,-125.11,-0.13,9.81,0.01,-618.18,-0.62,33026.29,33.03
1789,Exit long,8/30/2022 19:15,EXIT_LONG,53.8200,246.2155,13251.3189,-66.48,-0.07,68.94,0.07,-561.37,-0.56,32959.82,32.96
1789,Entry long,8/30/2022 14:30,BUY,54.0900,246.2155,13317.7971,-66.48,-0.07,68.94,0.07,-561.37,-0.56,32959.82,32.96
1790,Exit long,8/31/2022 19:15,EXIT_LONG,54.4500,248.4301,13527.0216,231.04,0.23,432.27,0.43,-22.36,-0.02,33190.86,33.19
1790,Entry long,8/31/2022 15:15,BUY,53.5200,248.4301,13295.9816,231.04,0.23,432.27,0.43,-22.36,-0.02,33190.86,33.19
1791,Exit long,8/31/2022 19:15,EXIT_LONG,54.4500,248.3142,13520.7065,223.48,0.22,424.62,0.42,-29.80,-0.03,33414.34,33.41
1791,Entry long,8/31/2022 15:30,BUY,53.5500,248.3142,13297.2237,223.48,0.22,424.62,0.42,-29.80,-0.03,33414.34,33.41
1792,Exit long,9/3/2022 11:30,EXIT_LONG,60.4100,222.4314,13437.0793,95.65,0.10,200.19,0.20,-100.09,-0.10,33509.98,33.51
1792,Entry long,9/3/2022 08:00,BUY,59.9800,222.4314,13341.4338,95.65,0.10,200.19,0.20,-100.09,-0.10,33509.98,33.51
1793,Exit long,9/3/2022 11:30,EXIT_LONG,60.4100,222.4054,13435.5114,93.41,0.09,197.94,0.20,-102.31,-0.10,33603.39,33.60
1793,Entry long,9/3/2022 08:15,BUY,59.9900,222.4054,13342.1011,93.41,0.09,197.94,0.20,-102.31,-0.10,33603.39,33.60
1794,Exit long,9/3/2022 11:30,EXIT_LONG,60.4100,222.6430,13449.8639,111.32,0.11,215.96,0.22,-37.85,-0.04,33714.72,33.71
1794,Entry long,9/3/2022 08:45,BUY,59.9100,222.6430,13338.5424,111.32,0.11,215.96,0.22,-37.85,-0.04,33714.72,33.71
1795,Exit long,9/4/2022 02:15,EXIT_LONG,59.9400,222.8207,13355.8741,-15.60,-0.02,77.99,0.08,-207.22,-0.21,33699.12,33.70
1795,Entry long,9/3/2022 23:00,BUY,60.0100,222.8207,13371.4716,-15.60,-0.02,77.99,0.08,-207.22,-0.21,33699.12,33.70
1796,Exit long,9/4/2022 02:15,EXIT_LONG,59.9400,223.3232,13385.9951,17.87,0.02,111.66,0.11,-174.19,-0.17,33716.98,33.72
1796,Entry long,9/3/2022 23:15,BUY,59.8600,223.3232,13368.1292,17.87,0.02,111.66,0.11,-174.19,-0.17,33716.98,33.72
1797,Exit long,9/4/2022 02:15,EXIT_LONG,59.9400,223.1443,13375.2690,4.46,0,98.18,0.10,-187.44,-0.19,33721.45,33.72
1797,Entry long,9/3/2022 23:30,BUY,59.9200,223.1443,13370.8061,4.46,0,98.18,0.10,-187.44,-0.19,33721.45,33.72
1798,Exit long,9/4/2022 17:15,EXIT_LONG,59.5000,227.3015,13524.4367,152.29,0.15,168.20,0.17,-47.73,-0.05,33873.74,33.87
1798,Entry long,9/4/2022 14:30,BUY,58.8300,227.3015,13372.1447,152.29,0.15,168.20,0.17,-47.73,-0.05,33873.74,33.87
1799,Exit long,9/4/2022 17:15,EXIT_LONG,59.5000,227.4406,13532.7183,161.48,0.16,177.40,0.18,-38.66,-0.04,34035.22,34.04
1799,Entry long,9/4/2022 14:45,BUY,58.7900,227.4406,13371.2355,161.48,0.16,177.40,0.18,-38.66,-0.04,34035.22,34.04
1800,Exit long,9/4/2022 17:15,EXIT_LONG,59.5000,227.3788,13529.0363,156.89,0.16,172.81,0.17,-38.65,-0.04,34192.11,34.19
1800,Entry long,9/4/2022 15:00,BUY,58.8100,227.3788,13372.1450,156.89,0.16,172.81,0.17,-38.65,-0.04,34192.11,34.19
1801,Exit long,9/7/2022 04:45,EXIT_LONG,53.7700,229.1141,12319.4638,-1099.75,-1.10,164.96,0.16,-1308.24,-1.31,33092.37,33.09
1801,Entry long,9/6/2022 14:15,BUY,58.5700,229.1141,13419.2113,-1099.75,-1.10,164.96,0.16,-1308.24,-1.31,33092.37,33.09
1802,Exit long,9/7/2022 04:45,EXIT_LONG,53.7700,229.0789,12317.5710,-1101.87,-1.10,77.89,0.08,-1310.33,-1.31,31990.50,31.99
1802,Entry long,9/6/2022 16:30,BUY,58.5800,229.0789,13419.4404,-1101.87,-1.10,77.89,0.08,-1310.33,-1.31,31990.50,31.99
1803,Exit long,9/7/2022 04:45,EXIT_LONG,53.7700,235.8591,12682.1415,-641.54,-0.64,94.34,0.09,-856.17,-0.86,31348.96,31.35
1803,Entry long,9/6/2022 17:15,BUY,56.4900,235.8591,13323.6781,-641.54,-0.64,94.34,0.09,-856.17,-0.86,31348.96,31.35
1804,Exit long,9/11/2022 08:00,EXIT_LONG,63.0400,209.9232,13233.5599,98.66,0.10,128.05,0.13,-31.49,-0.03,31447.62,31.45
1804,Entry long,9/11/2022 06:45,BUY,62.5700,209.9232,13134.8959,98.66,0.10,128.05,0.13,-31.49,-0.03,31447.62,31.45
1805,Exit long,9/12/2022 01:45,EXIT_LONG,62.4300,214.4683,13389.2562,244.49,0.24,416.07,0.42,-30.03,-0.03,31692.12,31.69
1805,Entry long,9/12/2022 01:00,BUY,61.2900,214.4683,13144.7623,244.49,0.24,416.07,0.42,-30.03,-0.03,31692.12,31.69
1806,Exit long,9/12/2022 01:45,EXIT_LONG,62.4300,214.4998,13391.2226,246.67,0.25,418.27,0.42,-10.72,-0.01,31938.79,31.94
1806,Entry long,9/12/2022 01:15,BUY,61.2800,214.4998,13144.5479,246.67,0.25,418.27,0.42,-10.72,-0.01,31938.79,31.94
1807,Exit long,9/12/2022 07:15,EXIT_LONG,61.5700,217.0760,13365.3692,171.49,0.17,210.56,0.21,-49.93,-0.05,32110.28,32.11
1807,Entry long,9/12/2022 03:45,BUY,60.7800,217.0760,13193.8792,171.49,0.17,210.56,0.21,-49.93,-0.05,32110.28,32.11
1808,Exit long,9/12/2022 07:15,EXIT_LONG,61.5700,217.3299,13381.0025,189.08,0.19,228.20,0.23,-6.52,-0.01,32299.36,32.30
1808,Entry long,9/12/2022 04:00,BUY,60.7000,217.3299,13191.9255,189.08,0.19,228.20,0.23,-6.52,-0.01,32299.36,32.30
1809,Exit long,9/12/2022 18:00,EXIT_LONG,61.5200,217.7051,13393.2147,163.28,0.16,176.34,0.18,-150.22,-0.15,32462.64,32.46
1809,Entry long,9/12/2022 16:00,BUY,60.7700,217.7051,13229.9359,163.28,0.16,176.34,0.18,-150.22,-0.15,32462.64,32.46
1810,Exit long,9/12/2022 18:00,EXIT_LONG,61.5200,219.5238,13505.1029,287.58,0.29,300.75,0.30,-10.98,-0.01,32750.21,32.75
1810,Entry long,9/12/2022 16:15,BUY,60.2100,219.5238,13217.5267,287.58,0.29,300.75,0.30,-10.98,-0.01,32750.21,32.75
1811,Exit long,9/13/2022 02:30,EXIT_LONG,61.0500,220.0037,13431.2240,156.20,0.16,231,0.23,-26.40,-0.03,32906.42,32.91
1811,Entry long,9/13/2022 00:30,BUY,60.3400,220.0037,13275.0214,156.20,0.16,231,0.23,-26.40,-0.03,32906.42,32.91
1812,Exit long,9/14/2022 00:45,EXIT_LONG,59.3000,219.1006,12992.6649,-297.98,-0.30,102.98,0.10,-510.50,-0.51,32608.44,32.61
1812,Entry long,9/13/2022 18:30,BUY,60.6600,219.1006,13290.6417,-297.98,-0.30,102.98,0.10,-510.50,-0.51,32608.44,32.61
1813,Exit long,9/14/2022 00:45,EXIT_LONG,59.3000,222.0478,13167.4365,-104.36,-0.10,93.26,0.09,-319.75,-0.32,32504.08,32.50
